word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
abnegate,abnegate,'æbnigeit,"v. surrender (power or a position)
v. deny or renounce","vt. 放弃, 舍弃, 克制(欲望)",,0,0,gre,0,0,abnegate
abnegation,abnegation,.æbni'geiʃәn,"n. the denial and rejection of a doctrine or belief
n. renunciation of your own interests in favor of the interests of others","n. 放弃, 舍弃, 克制",n:100,0,0,gre,46637,42346,abnegation
abnormal,abnormal,æb'nɒ:mәl,"a. not normal; not typical or usual or regular or conforming to a norm
a. departing from the normal in e.g. intelligence and development
s. much greater than the normal","a. 反常的, 不规则的, 变态的, 畸形的
n. 畸形的人",j:100,1,0,gk cet4 cet6 ky toefl ielts,6548,8241,abnormal
abolish,abolish,ә'bɒliʃ,v. do away with,"vt. 废止, 革除, 消灭
[经] 废除, 取消, 裁撤",v:100,2,0,gk cet6 ky toefl ielts gre,3736,7490,abolish
abolition,abolition,.æbәu'liʃәn,n. the act of abolishing a system or practice or institution (especially abolishing slavery),"n. 废除, 废奴运动
[医] 禁止, 消失",n:100,0,0,toefl gre,5158,13737,abolition
abominate,abominate,ә'bɒmineit,v find repugnant,"vt. 厌恶, 憎恶",,0,0,gre,0,0,abominate
aboriginal,aboriginal,.æbә'ridʒәnәl,"a. of or pertaining to members of the indigenous people of Australia
s. having existed from the beginning; in an earliest or original stage or state","a. 原始的, 土著的
n. 土著居民, 土生生物",j:96/n:4,1,0,ielts gre,16658,10042,aboriginal
abort,abort,ә'bɒ:t,"n. the act of terminating a project or procedure before it is completed
v. terminate before completion
v. cease development, die, and be aborted
v. terminate a pregnancy by undergoing an abortion","vi. 流产, 中途失败
vt. 使流产, 使失败, 使中止",v:100,1,0,toefl ielts,13979,12402,abort
abortion,abortion,ә'bɒ:ʃәn,n. termination of pregnancy,"n. 流产, 堕胎, 失败, 夭折, 中止
[医] 流产, 小产; 顿挫",n:100,3,0,gk ielts,4341,1969,abortion
abortive,abortive,ә'bɒ:tiv,s. failing to accomplish an intended result,"a. 流产的, 堕胎的, 失败的
[医] 流产的; 顿挫的",j:100,1,0,toefl gre,11818,22876,abortive
abound,abound,ә'baund,"v. be abundant or plentiful; exist in large quantities
v. be in a state of movement or action","vi. 大量存在, 富于, 充满",v:100,1,0,ky toefl ielts gre,8645,7676,abound
aboveboard,aboveboard,ә.bʌv'bɒ:d,s. without concealment or deception; honest,"adv. 光明正大地, 率直地
a. 光明正大的, 率直的",,0,0,gre,0,0,aboveboard
abrade,abrade,ә'breid,v. wear away,"vt. 擦伤, 磨损, 磨
[医] 擦除, 擦破; 磨损, 磨除",v:100,0,0,gre,34653,28660,abrade
abrasion,abrasion,ә'breiʒәn,"n. an abraded area where the skin is torn or worn off
n. erosion by friction","n. 磨擦, 磨损, 磨损处
[化] 磨耗; 磨蚀",n:100,0,0,toefl ielts gre,21005,18254,abrasion
abrasive,abrasive,ә'breisiv,"n. a substance that abrades or wears down
s. causing abrasion","n. 研磨料
a. 有研磨作用的",j:100,1,0,toefl gre,14194,16344,abrasive
abreast,abreast,ә'brest,"s. being up to particular standard or level especially in being up to date in knowledge
r. alongside each other, facing in the same direction","adv. 并肩地, 并列地",j:100,1,0,gre,14056,16406,abreast
abridge,abridge,ә'bridʒ,"v. reduce in scope while retaining essential elements
v. lessen, diminish, or curtail","vt. 缩短, 删节, 减少, 剥夺
[法] 剥夺; 节略",v:100,0,0,toefl ielts gre,36604,26746,abridge
abrogate,abrogate,'æbrәgeit,v. revoke formally,"vt. 废除, 取消
[经] 取消, 废除, 不生效(的法令)",v:100,0,0,gre,22524,21800,abrogate
abrupt,abrupt,ә'brʌpt,"s. marked by sudden changes in subject and sharp transitions
s. exceedingly sudden and unexpected
s. extremely steep
s. surprisingly and unceremoniously brusque in manner","a. 突然的, 唐突的, 陡峭的, 不连贯的",j:100,2,0,gk cet6 ky toefl ielts gre,8560,8703,abrupt
abscission,abscission,æb'siʒәn,"n. shedding of flowers and leaves and fruit following formation of scar tissue in a plant
n. the act of cutting something off","n. 切断, 除去
[医] 切除",,0,0,gre,0,0,abscission
abscond,abscond,әb'skɒnd,v. run away; usually includes taking something or somebody along,"vi. 潜逃, 逃匿
[经] (为躲避罪责,债务等)潜逃",v:100,0,0,gre,21789,27687,abscond
absenteeism,absenteeism,æbsәn'ti:iz(ә)m,n. habitual absence from work,"n. 经常无故缺席, 旷职, 旷工, 旷课
[经] 有计划的怠工, 旷工",n:100,0,0,toefl gre,15710,19278,absenteeism
absolute,absolute,'æbsәlu:t,"n. something that is conceived or that exists independently and not in relation to other things; something that does not depend on anything else and is beyond human control; something that is not relative
a. perfect or complete or pure
s. complete and without restriction or qualification; sometimes used informally as intensifiers
s. not limited by law","a. 绝对的, 专制的, 完全的, 独立的
n. 绝对事物",j:97/n:3,3,1,gk cet4 cet6 ky toefl gre,2420,3165,absolute
absolve,absolve,әb'zɒlv,v. let off the hook,"vt. 宣告...无罪, 赦免, 免除
[经] 免偿(债务), 解除",v:100,0,0,toefl gre,14557,17031,absolve
absorb,absorb,әb'sɒ:b,"v. become imbued
v. take up mentally
v. take up, as of debts or payments
v. take in, also metaphorically","vt. 吸收, 使全神贯注, 同化, 买进, 理解, 承受, 忍受, 承担
[医] 吸收",v:100,2,1,gk cet4 cet6 ky toefl ielts gre,2879,3120,absorb
abstain,abstain,әb'stein,"v. refrain from voting
v. choose not to consume","vi. 自制, 戒绝, 弃权, 回避",v:100,1,0,toefl gre,11773,13833,abstain
abstemious,abstemious,æb'sti:mjәs,"a. sparing in consumption of especially food and drink
s. marked by temperance in indulgence","a. 有节制的, 节约的",j:100,0,0,gre,37943,41055,abstemious
abstention,abstention,әb'stenʃәn,n the trait of abstaining (especially from alcohol),"n. 戒绝, 回避, 弃权",n:100,0,0,gre,13117,24775,abstention
abstentious,abstentious,æb'stenʃəs,a. Characterized by abstinence; self-restraining.,a. 有节制的,,0,0,gre,0,0,abstentious
abstinent,abstinent,'æbstinәnt,s. self-restraining; not indulging an appetite especially for food or drink,"a. 有节制的, 禁欲的
n. 禁欲者",j:81/n:19,0,0,gre,0,32241,abstinent
abstract,abstract,'æbstrækt,"v. consider a concept without thinking of a specific example; consider abstractly or theoretically
v. consider apart from a particular case or instance
v. give an abstract (of)
a. existing only in the mind; separated from embodiment","a. 抽象的, 深奥的
n. 摘要, 抽象概念
vt. 摘要, 提炼, 使抽象化
[计] 摘录; 摘要; 抽象",n:6/j:87/v:7,2,0,gk cet4 cet6 ky toefl ielts gre,3729,4007,abstract
abstruse,abstruse,æb'stru:s,s. difficult to penetrate; incomprehensible to one of ordinary understanding or knowledge,"a. 难解的, 深奥的",j:100,0,0,toefl gre,33040,29894,abstruse
absurd,absurd,әb'sә:d,"n. a situation in which life seems irrational and meaningless
s. inconsistent with reason or logic or common sense
s. incongruous; inviting ridicule","a. 荒谬的, 不合理的, 可笑的
n. 荒诞",j:100,2,0,gk cet6 ky toefl ielts gre,5676,5901,absurd
abundance,abundance,ә'bʌndәns,"n. the property of a more than adequate quantity or supply
n. (physics) the ratio of the number of atoms of a specific isotope of an element to the total number of isotopes present
n. (chemistry) the ratio of the total mass of an element in the earth's crust to the total mass of the earth's crust; expressed as a percentage or in parts per million","n. 丰富, 充足, 大量
[经] 丰富, 充裕",n:100,1,0,cet6 ky toefl ielts gre,7038,5425,abundance
abundant,abundant,ә'bʌndәnt,a. present in great quantity,"a. 丰富的, 充分的, 大量的",j:100,1,0,gk cet4 ky toefl gre,7823,6223,abundant
abuse,abuse,ә'bju:s.ә'bju:z,"n. a rude expression intended to offend or hurt
v. use foul or abusive language towards
v. use wrongly or improperly or excessively","n. 滥用, 虐待, 恶习, 辱骂
vt. 滥用, 辱骂, 虐待",v:24/n:76,4,1,gk cet4 cet6 ky toefl ielts gre,2352,1540,abuse
abusive,abusive,ә'bju:siv,"s. expressing offensive reproach
s. characterized by physical or psychological maltreatment","a. 恶言谩骂的, 被滥用的, 腐败的, 虐待的",j:100,0,0,gre,11729,7131,abusive
abut,abut,ә'bʌt,v lie adjacent to another or share a boundary,"v. 邻接, 毗邻",v:100,0,0,toefl gre,20120,18235,abut
abysmal,abysmal,ә'bizmәl,"s. very great; limitless
s. resembling an abyss in depth; so deep as to be unmeasurable","a. 深不可测的, 无底的",j:100,0,0,gre,19503,18494,abysmal
academic,academic,.ækә'demik,"a. associated with academia or an academy
s. hypothetical or theoretical and not expected to produce an immediate or practical result
s. marked by a narrow focus on or display of learning especially its trivial aspects","a. 学院的, 学术的, 不切实际的
n. 大学生, 大学教师, 学者, 学会会员",j:88/n:12,3,1,gk cet4 cet6 ky toefl ielts gre,1941,1465,academic
academician,academician,ә.kædә'miʃәn,"n. someone elected to honorary membership in an academy
n. a scholar who is skilled in academic disputation
n. an educator who works at a college or university","n. 学会会员, 院士, 学究, 大学生, 学者",n:100,0,0,toefl gre,39105,21212,academician
acarpous,acarpous,ei'kɑ:pәs,s producing no fruit,"a. [植]不结果的,无果实的",,0,0,gre,0,0,acarpous
accede,accede,æk'si:d,v. take on duties or office,"vi. 同意, 正式加入, 就任, 继任",v:100,0,0,gre,14526,17950,accede
accelerate,accelerate,әk'selәreit,"v. move faster
v. cause to move faster","v. 加速, 促进",v:100,2,0,gk cet4 cet6 ky toefl ielts gre,5328,4925,accelerate
accentuate,accentuate,æk'sentjueit,"v to stress, single out as important
v put stress on; utter with an accent","vt. 以重音念, 强调, 重读",v:100,1,0,toefl gre,9738,10880,accentuate
access,access,'ækses,"n. the right to obtain or make use of or take advantage of something (as services or membership)
n. a way of entering or leaving
n. a code (a series of characters or digits) that must be entered in some way (typed or dialed or spoken) to get the use of something (a telephone line or a computer or a local area network etc.)
n. (computer science) the operation of reading or writing stored information","n. 通路, 入口, 接近, 进入, 使用权, 发作
vt. 访问, 存取, 接近, 使用
[计] 访问, 存取",v:15/n:85,3,1,gk cet4 cet6 ky toefl ielts gre,999,1113,access
accessible,accessible,әk'sesәbl,"a. capable of being reached
s. capable of being read with comprehension
s. easily obtained
s. easy to get along with or talk to; friendly","a. 易接近的, 可进入的, 可使用的, 易受影响的, 可理解的",j:100,2,0,gk cet6 toefl ielts gre,4162,4377,accessible
accessory,accessory,әk'sesәri,"n. clothing that is worn or carried, but not part of your main clothing
n. a supplementary component that improves capability
n. someone who helps another person commit a crime
s. furnishing added support","n. 附件, 零件, 附加物, 从犯, 同谋
a. 附属的, 补充的, 同谋的, 帮凶的, 非主要的, 副的
[计] 附件",j:10/n:90,2,0,cet4 cet6 ky toefl ielts gre,7048,6429,accessory
accidents,accidents,,"n an unfortunate mishap; especially one causing damage or injury
n anything that happens suddenly or by chance without an apparent cause",n. 意外事故；事故（accident的复数）,,0,0,ielts,0,0,accidents
acclaim,acclaim,ә'kleim,"n. enthusiastic approval
v. praise vociferously","n. 喝彩, 欢呼, 赞同
v. 欢呼, 喝彩, 称赞",v:31/n:69,2,0,ky toefl ielts gre,11847,12422,acclaim
acclimate,acclimate,ә'klaimit,v get used to a certain climate,"vt. 使适应, 使服水土
vi. 服水土, 适应新环境",v:100,0,0,gre,0,21471,acclimate
accolade,accolade,.ækәu'leid,n a tangible symbol signifying approval or distinction,"n. 荣誉, 赞美, 骑士爵位的授予礼, 连谱号",n:100,1,0,gre,14556,15220,accolade
accommodate,accommodate,ә'kɒmәdeit,"v. provide with something desired or needed
v. have room for; hold without crowding
v. make (one thing) compatible with (another)","vt. 使适应, 调和, 通融, 容纳, 向...提供
vi. 适应",v:100,2,0,cet4 cet6 ky toefl ielts gre,3404,3717,accommodate
accommodating,accommodating,ә'kɒmәdeitiŋ,"a. helpful in bringing about a harmonious adaptation
s. obliging; willing to do favors","a. 与人方便的, 肯通融的",j:100,0,0,toefl gre,32981,21838,accommodating
accommodation,accommodation,ә.kɒmә'deiʃәn,"n. a settlement of differences
n. in the theories of Jean Piaget: the modification of internal representations in order to accommodate a changing knowledge of reality
n. living quarters provided for public convenience
n. the act of providing something (lodging or seat or food) to meet a need","n. 膳宿, 预订铺位, 适应性调节, 调和, 贷款
[医] 调节(眼); 适应",n:100,2,1,gk cet4 cet6 ky ielts,2048,5369,accommodation
accommodations,accommodations,,"n making or becoming suitable; adjusting to circumstances
n a settlement of differences
n in the theories of Jean Piaget: the modification of internal representations in order to accommodate a changing knowledge of reality
n living quarters provided for public convenience
n the act of providing something (lodging or seat or food) to meet a need
n (physiology) the automatic adjustment in focal length of the natural lens of the eye","n. 膳宿；住房, 住宿；居住设施（accommodation的复数）",,0,0,ielts,0,0,accommodations
accompany,accompany,ә'kʌmpәni,v. go or travel along with,"vt. 陪伴, 伴随, 补充, 为...伴奏
vi. 伴奏, 伴唱",v:100,3,1,gk cet4 cet6 ky toefl ielts gre,1902,2438,accompany
accomplice,accomplice,ә'kʌmplis,n. a person who joins with another in carrying out some plan (especially an unethical or illegal plan),"n. 共犯, 同谋
[医] 协同菌",n:100,1,0,toefl gre,11918,12704,accomplice
accomplish,accomplish,ә'kʌmpliʃ,"v put in effect
v to gain with effort","vt. 完成, 达到, 实现, 使完美",v:100,2,0,gk cet4 ky toefl ielts gre,5546,2345,accomplish
accomplished,accomplished,ә'kʌmpliʃt,"s. highly skilled
s. successfully completed or brought to an end
s. settled securely and unconditionally","a. 完成的, 实现的, 有造诣的, 熟练的, 善社交的",j:100,2,0,toefl gre,11383,8941,accomplished
accord,accord,ә'kɒ:d,"n. concurrence of opinion
n. sympathetic compatibility
v. allow to have","n. 一致, 调和, 协定
vt. 给与, 使一致
vi. 相符合",v:41/n:59,5,0,cet4 cet6 ky toefl ielts gre,5594,6075,accord
accost,accost,ә'kɒst,"v speak to someone
v approach with an offer of sexual favors","vt. 招呼, 搭讪, 勾引
[法] 勾引, 引诱",v:100,0,0,toefl gre,20543,19030,accost
account,account,ә'kaunt,"n. a formal contractual relationship established to provide for regular banking or brokerage or business services
n. importance or value
n. a statement of recent transactions and the resulting balance
n. the quality of taking advantage","n. 报告, 解释, 估价, 理由, 利润, 算账, 帐目
vi. 报帐, 解释, 导致, 报偿, 占, 杀死
vt. 认为
[计] 帐户, 帐号",v:35/n:65,5,1,gk cet4 ky toefl ielts,498,1071,account
accountability,accountability,ә.kauntә'biliti,n. responsibility to someone or for some activity,"n. 负有责任, 可说明性
[化] 衡算计量",n:100,0,0,gre,5194,4799,accountability
accountant,accountant,ә'kauntәnt,n. someone who maintains and audits business accounts,"n. 会计人员, 会计师
[经] 会计师, 会计人员",n:100,2,0,gk ky toefl ielts,3280,5949,accountant
accountants,accountants,,n someone who maintains and audits business accounts,会计人员,,0,0,ielts,0,0,accountants
accounting,accounting,ә'kauntiŋ,"n. a convincing explanation that reveals basic causes
n. a system that provides quantitative information about finances
n. a bookkeeper's chronological list of related debits and credits of a business; forms part of a ledger of accounts","n. 会计学, 帐单, 清帐
[计] 帐户处理, 记帐",j:3/n:97,2,0,toefl ielts,3070,3921,accounting
accrete,accrete,æ'kri:t,"v. grow together (of plants and organs)
v. grow or become attached by accretion","vi. 连生, 合生, 附依
vt. 使依附, 使连接
a. 合生的",v:100,0,0,gre,42751,27629,accrete
accretion,accretion,æ'kri:ʃәn,"n. an increase by natural growth or addition
n. something contributing to growth or increase
n. (astronomy) the formation of a celestial object by the effect of gravity pulling together surrounding objects and gases","n. 自然增大, 添加, 添加物, 连生
[化] 停滞堆积",n:100,0,0,gre,22082,17492,accretion
accrue,accrue,ә'kru:,"v. grow by addition
v. come into the possession of","vi. 自然增加, 产生
[经] 应计, 产生, 出现",v:100,1,0,gre,8867,12166,accrue
accumulate,accumulate,ә'kju:mjuleit,v. collect or gather,"v. 积聚, 堆积",v:100,2,0,gk cet4 cet6 ky toefl ielts gre,4997,5083,accumulate
accuracy,accuracy,'ækjurәsi,"n. the quality of being near to the true value
n. (mathematics) the number of significant figures given in a number","n. 精确, 正确
[计] 准确度",n:100,0,0,gk cet4 cet6 ky toefl ielts gre,3958,4076,accuracy
accurate,accurate,'ækjurәt,"a. conforming exactly or almost exactly to fact or to a standard or performing with total accuracy
s. (of ideas, images, representations, expressions) characterized by perfect conformity to fact or truth; strictly correct","a. 正确的, 精确的
[经] 准确的, 精确的",j:100,3,1,cet4 cet6 ky toefl ielts gre,2738,2728,accurate
accuse,accuse,ә'kju:z,v. bring an accusation against; level a charge against,"vt. 指责, 控告, 归咎于
vi. 指责, 控告",v:100,4,1,gk cet4 cet6 ky toefl ielts gre,1893,2024,accuse
accuser,accuser,ә'kju:zә,n. someone who imputes guilt or blame,"n. 控诉者, 指责者
[法] 原告, 指控人, 控告者",n:100,0,0,ielts,23013,12584,accuser
acerbic,acerbic,ә'sә:bik,"s sour or bitter in taste
s harsh or corrosive in tone","a. 酸的, 尖刻的",j:100,0,0,gre,32859,23834,acerbic
acerbity,acerbity,ә'sә:biti,"n. a sharp bitterness
n. a sharp sour taste","n. 涩, 酸, 尖刻
[化] 涩度",,0,0,gre,44484,0,acerbity
achieve,achieve,ә'tʃi:v,v. to gain with effort,"vt. 完成, 达到
vi. 如愿以偿",v:100,4,1,zk gk cet4 cet6 ky toefl ielts,592,1152,achieve
achievement,achievement,ә'tʃi:vmәnt,n the action of accomplishing something,"n. 完成, 成就, 功业",n:100,2,1,gk cet4 cet6 toefl ielts,1978,2021,achievement
achromatic,achromatic,ækrәu'mætik,a. having no hue,"a. 无色的, 不分光的, 消色差的, 非染色质的
[化] 消色差的",j:100,0,0,gre,0,42781,achromatic
acid,acid,'æsid,"n. any of various water-soluble compounds having a sour taste and capable of turning litmus red and reacting with a base to form a salt
n. street name for lysergic acid diethylamide
s. having the characteristics of an acid","n. 酸, 酸类物质, 尖刻, 迷幻药
a. 酸的, 酸性的, 尖刻的, 敏锐的
[计] 自动文档互参与索引生成程序",j:1/n:99,3,1,gk cet4 cet6 ky toefl ielts,1597,3238,acid
acknowledge,acknowledge,әk'nɒlidʒ,"v. report the receipt of
v. express obligation, thanks, or gratitude for
v. accept as legally binding and valid
v. accept (someone) to be what is claimed or accept his power and authority","vt. 承认, 告知收悉, 答谢, 报偿
[经] 承认, 答谢, 收到的通知",v:100,3,1,gk cet4 cet6 ky toefl ielts gre,2105,1654,acknowledge
acme,acme,'ækmi,n. the highest level or degree attainable; the highest stage of development,"n. 顶点, 极度, 最高点
[医] 极期",n:100,0,0,toefl gre,35464,28061,acme
acolyte,acolyte,'ækәulait,n. someone who assists a priest or minister in a liturgical service; a cleric ordained in the highest of the minor orders in the Roman Catholic Church but not in the Anglican Church or the Eastern Orthodox Churches,"n. 侍僧, 助手",n:100,0,0,gre,24621,20449,acolyte
acorn,acorn,'eikɒ:n,n. fruit of the oak tree: a smooth thin-walled nut in a woody cup-shaped base,"n. 橡树果实
[机] 浆栎, 浆栎果",n:100,0,0,gre,12485,15397,acorn
acoustic,acoustic,ә'ku:stik,"n. a remedy for hearing loss or deafness
a. of or relating to the science of acoustics","a. 听觉的, 声学的, 音响的
[医] 听的; 声学的",j:69/n:31,2,0,gre,9232,10194,acoustic
acquaint,acquaint,ә'kweint,v. inform,"vt. 使认识, 介绍",v:100,1,0,cet6 ky toefl ielts gre,9574,9630,acquaint
acquaintance,acquaintance,ә'kweintәns,"n. personal knowledge or information about someone or something
n. a relationship less intimate than friendship
n. a person with whom you are acquainted","n. 认识, 相识者",n:100,2,0,gk cet4 cet6 ky toefl gre,5967,6274,acquaintance
acquainted,acquainted,ә'kweintid,s. having fair knowledge of,a. 知晓的；有知识的；熟识的,,0,0,toefl gre,0,0,acquainted
acquiesce,acquiesce,.ækwi'es,v to agree or express agreement,"vi. 默许, 默然同意",v:100,0,0,gre,14893,15179,acquiesce
acquire,acquire,ә'kwaiә,"v. locate (a moving entity) by means of a tracking system such as radar
v. win something through one's efforts","vt. 获得, 学到
[电] 目标锁定",v:100,3,1,gk cet4 cet6 ky toefl ielts,1407,2063,acquire
acquired,acquired,ә'kwaiәd,s. gotten through environmental forces,"a. 获得的, 后天的
[医] 获得的, 后天的",j:100,0,0,gre,12096,15054,acquired
acquisition,acquisition,.ækwi'ziʃәn,"n. the act of contracting or assuming or acquiring possession of something
n. something acquired","n. 获得, 获得物
[经] 收购, 招揽, 取得",n:100,3,0,gk cet4 cet6 ky toefl ielts,2567,3856,acquisition
acquisitive,acquisitive,ә'kwizitiv,a. eager to acquire and possess things especially material possessions or ideas,"a. 渴望获得的, 贪婪的
[法] 取得的, 获得的, 贪得无厌的",j:100,0,0,cet6 toefl gre,23098,28517,acquisitive
acquit,acquit,ә'kwit,v. pronounce not guilty of criminal charges,"vt. 无罪释放, 表现, 使履行
[法] 开释, 释放, 免",v:100,2,0,toefl gre,9949,9999,acquit
acquittal,acquittal,ә'kwitәl,n. a judgment of not guilty,"n. 履行, 无罪开释
[经] (债务的)清偿",n:100,0,0,gre,23156,15274,acquittal
acrid,acrid,'ækrid,"s strong and sharp
s harsh or corrosive in tone","a. 苦味的, 辛辣的, 讥讽的, 刻薄的
[医] 辛辣的",j:100,0,0,toefl gre,20185,18600,acrid
acrimonious,acrimonious,ækri'mәunjәs,s. marked by strong resentment or cynicism,"a. 尖刻的, 讥讽的, 激烈的",j:100,1,0,toefl gre,18668,20973,acrimonious
acrimony,acrimony,'ækrimәni,n a rough and bitter manner,"n. 严厉, 尖刻
[医] 辛辣",n:100,0,0,toefl gre,19802,22245,acrimony
acrobat,acrobat,'ækrәbæt,n. an athlete who performs acts requiring skill and agility and coordination,"n. 表演特技者, 杂技演员",n:100,0,0,ky gre,23985,19213,acrobat
acronym,acronym,'ækrәunim,n. a word formed from the initial letters of the several words in the name,"n. 首字母缩拼词, 首字母组合词
[计] 字首组合词",n:100,1,0,toefl gre,19145,13493,acronym
acrophobia,acrophobia,.ækrәu'fәubiә,n. a morbid fear of great heights,"n. 恐高症
[医] 高处恐怖",,0,0,gre,0,0,acrophobia
action,action,'ækʃәn,"n. something done (usually as opposed to something said)
n. the state of being active
n. the series of events that form a plot
n. the trait of being active and energetic and forceful","n. 行动, 活动, 动作, 作用, 战斗, 行为, 诉讼
vt. 对...起诉
[计] 方式",n:100,5,1,zk gk cet4 cet6 ky toefl ielts,340,502,action
actions,actions,,"n something done (usually as opposed to something said)
n the state of being active
n a military engagement
n a process existing in or produced by nature (rather than by the intent of human beings)
n the series of events that form a plot
n the trait of being active and energetic and forceful
n the operating part that transmits power to a mechanism
n a judicial proceeding brought by one party against another; one party prosecutes another for a wrong done or for protection of a right or for prevention of a wrong
n an act by a government body or supranational organization
n the most important or interesting work or activity in a specific area or field
v institute legal proceedings against; file a suit against
v put in effect",n. 动作；行动（action的复数）,,0,0,ielts,0,0,actions
activate,activate,'æktiveit,"v. make active or more active
v. make more adsorptive
v. aerate (sewage) so as to favor the growth of organisms that decompose organic matter
v. make (substances) radioactive","vt. 使活动, 使激活, 正式建成
vi. 有活力",v:100,1,0,ky toefl ielts,4543,6113,activate
activities,activities,,"n any specific behavior
n the state of being active
n an organic process that takes place in the body
n (chemistry) the capacity of a substance to take part in a chemical reaction
n a process existing in or produced by nature (rather than by the intent of human beings)
n the trait of being active; moving or acting rapidly and energetically",n. （activity复数形式）活动；活动区；活动性,,0,0,ielts,0,0,activities
activity,activity,æk'tiviti,"n. any specific behavior
n. (chemistry) the capacity of a substance to take part in a chemical reaction","n. 活动, 行动, 活跃, 活力
[计] 活动",n:100,4,1,zk gk cet4 ky ielts,412,537,activity
actor,actor,'æktә,"n. a theatrical performer
n. a person who acts and gets things done","n. 男演员, 行动者
[医] 作用物, 反应物",n:100,3,1,gk cet4 ky ielts,2390,1497,actor
actuarial,actuarial,.æktju'єәriәl,a. of or relating to the work of an actuary,"a. 保险计算员的, 保险计算的
[经] 保险公司计算员的, 保险统计",j:100,0,0,gre,17117,25450,actuarial
